sample,shared_reads,total_reads_EBV,total_reads_HCMV,total_reads_HHV6B,total_reads_HHV7,total_reads_HSV1_KOS,total_reads_HSV2_StrainG,total_reads_KSHV,total_reads_VZV_Ellen,total_reads_combined_herpes_viruses,unique_to_EBV,unique_to_HCMV,unique_to_HHV6B,unique_to_HHV7,unique_to_HSV1_KOS,unique_to_HSV2_StrainG,unique_to_KSHV,unique_to_VZV_Ellen,unique_to_combined_herpes_viruses,virus_1,virus_2
SRR22753389,0,,,0,,,,,,94,,,0,,,,,,94,HHV6B,combined_herpes_viruses
SRR22753389,0,,1,,,128,,,,,,1,,,128,,,,,HSV1_KOS,HCMV
SRR22753389,0,,,,,128,,,0,,,,,,128,,,0,,HSV1_KOS,VZV_Ellen
SRR22753389,0,,,,,128,2,,,,,,,,128,2,,,,HSV1_KOS,HSV2_StrainG
SRR22753389,0,,,,,128,,3,,,,,,,128,,3,,,HSV1_KOS,KSHV
SRR22753389,0,,,,0,128,,,,,,,,0,128,,,,,HSV1_KOS,HHV7
SRR22753389,73,,,,,128,,,,94,,,,,55,,,,21,HSV1_KOS,combined_herpes_viruses
SRR22753389,0,,1,,,,,,0,,,1,,,,,,0,,HCMV,VZV_Ellen
SRR22753389,0,,1,,,,2,,,,,1,,,,2,,,,HCMV,HSV2_StrainG
SRR22753389,0,,1,,,,,3,,,,1,,,,,3,,,HCMV,KSHV
SRR22753389,0,,1,,0,,,,,,,1,,0,,,,,,HCMV,HHV7
SRR22753389,0,,1,,,,,,,94,,1,,,,,,,94,HCMV,combined_herpes_viruses
SRR22753389,0,,,,,,2,,0,,,,,,,2,,0,,VZV_Ellen,HSV2_StrainG
SRR22753389,0,,,,,,,3,0,,,,,,,,3,0,,VZV_Ellen,KSHV
SRR22753389,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753389,0,,,,,,,,0,94,,,,,,,,0,94,VZV_Ellen,combined_herpes_viruses
SRR22753389,0,,,,,,2,3,,,,,,,,2,3,,,HSV2_StrainG,KSHV
SRR22753389,0,,,,0,,2,,,,,,,0,,2,,,,HSV2_StrainG,HHV7
SRR22753389,0,,,,,,2,,,94,,,,,,2,,,94,HSV2_StrainG,combined_herpes_viruses
SRR22753389,0,,,,0,,,3,,,,,,0,,,3,,,KSHV,HHV7
SRR22753389,0,,,,,,,3,,94,,,,,,,3,,94,KSHV,combined_herpes_viruses
SRR22753389,0,,,,0,,,,,94,,,,0,,,,,94,HHV7,combined_herpes_viruses
SRR22753389,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753389,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753389,128,,,,,128,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753389,1,,1,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753389,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753389,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753389,3,,,,,,,3,,,,,,,,,0,,,KSHV,KSHV
SRR22753389,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753389,94,,,,,,,,,94,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753429,0,,,,,,1,1,,,,,,,,1,1,,,HSV2_StrainG,KSHV
SRR22753429,0,,,,,,1,,0,,,,,,,1,,0,,HSV2_StrainG,VZV_Ellen
SRR22753429,0,,,,0,,1,,,,,,,0,,1,,,,HSV2_StrainG,HHV7
SRR22753429,1,,,,,,1,,,8,,,,,,0,,,7,HSV2_StrainG,combined_herpes_viruses
SRR22753429,0,,,,,10,1,,,,,,,,10,1,,,,HSV2_StrainG,HSV1_KOS
SRR22753429,0,,0,,,,1,,,,,0,,,,1,,,,HSV2_StrainG,HCMV
SRR22753429,0,0,,,,,1,,,,0,,,,,1,,,,HSV2_StrainG,EBV
SRR22753429,1,,,1,,,1,,,,,,0,,,0,,,,HSV2_StrainG,HHV6B
SRR22753429,0,,,,,,,1,0,,,,,,,,1,0,,KSHV,VZV_Ellen
SRR22753429,0,,,,0,,,1,,,,,,0,,,1,,,KSHV,HHV7
SRR22753429,0,,,,,,,1,,8,,,,,,,1,,8,KSHV,combined_herpes_viruses
SRR22753429,0,,,,,10,,1,,,,,,,10,,1,,,KSHV,HSV1_KOS
SRR22753429,0,,0,,,,,1,,,,0,,,,,1,,,KSHV,HCMV
SRR22753429,0,0,,,,,,1,,,0,,,,,,1,,,KSHV,EBV
SRR22753429,0,,,1,,,,1,,,,,1,,,,1,,,KSHV,HHV6B
SRR22753429,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753429,0,,,,,,,,0,8,,,,,,,,0,8,VZV_Ellen,combined_herpes_viruses
SRR22753429,0,,,,,10,,,0,,,,,,10,,,0,,VZV_Ellen,HSV1_KOS
SRR22753429,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753429,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753429,0,,,1,,,,,0,,,,1,,,,,0,,VZV_Ellen,HHV6B
SRR22753429,0,,,,0,,,,,8,,,,0,,,,,8,HHV7,combined_herpes_viruses
SRR22753429,0,,,,0,10,,,,,,,,0,10,,,,,HHV7,HSV1_KOS
SRR22753429,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753429,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753429,0,,,1,0,,,,,,,,1,0,,,,,,HHV7,HHV6B
SRR22753429,6,,,,,10,,,,8,,,,,4,,,,2,combined_herpes_viruses,HSV1_KOS
SRR22753429,0,,0,,,,,,,8,,0,,,,,,,8,combined_herpes_viruses,HCMV
SRR22753429,0,0,,,,,,,,8,0,,,,,,,,8,combined_herpes_viruses,EBV
SRR22753429,1,,,1,,,,,,8,,,0,,,,,,7,combined_herpes_viruses,HHV6B
SRR22753429,0,,0,,,10,,,,,,0,,,10,,,,,HSV1_KOS,HCMV
SRR22753429,0,0,,,,10,,,,,0,,,,10,,,,,HSV1_KOS,EBV
SRR22753429,0,,,1,,10,,,,,,,1,,10,,,,,HSV1_KOS,HHV6B
SRR22753429,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753429,0,,0,1,,,,,,,,0,1,,,,,,,HCMV,HHV6B
SRR22753429,0,0,,1,,,,,,,0,,1,,,,,,,EBV,HHV6B
SRR22753429,1,,,,,,1,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753429,1,,,,,,,1,,,,,,,,,0,,,KSHV,KSHV
SRR22753429,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753429,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753429,8,,,,,,,,,8,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753429,10,,,,,10,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753429,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753429,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753429,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753467,4,4,,,,,,,,5,0,,,,,,,,1,EBV,combined_herpes_viruses
SRR22753467,0,4,,,,,,,0,,4,,,,,,,0,,EBV,VZV_Ellen
SRR22753467,0,4,0,,,,,,,,4,0,,,,,,,,EBV,HCMV
SRR22753467,0,4,,1,,,,,,,4,,1,,,,,,,EBV,HHV6B
SRR22753467,0,4,,,,,,1,,,4,,,,,,1,,,EBV,KSHV
SRR22753467,0,4,,,,0,,,,,4,,,,0,,,,,EBV,HSV1_KOS
SRR22753467,0,4,,,0,,,,,,4,,,0,,,,,,EBV,HHV7
SRR22753467,0,4,,,,,3,,,,4,,,,,3,,,,EBV,HSV2_StrainG
SRR22753467,0,,,,,,,,0,5,,,,,,,,0,5,combined_herpes_viruses,VZV_Ellen
SRR22753467,0,,0,,,,,,,5,,0,,,,,,,5,combined_herpes_viruses,HCMV
SRR22753467,0,,,1,,,,,,5,,,1,,,,,,5,combined_herpes_viruses,HHV6B
SRR22753467,0,,,,,,,1,,5,,,,,,,1,,5,combined_herpes_viruses,KSHV
SRR22753467,0,,,,,0,,,,5,,,,,0,,,,5,combined_herpes_viruses,HSV1_KOS
SRR22753467,0,,,,0,,,,,5,,,,0,,,,,5,combined_herpes_viruses,HHV7
SRR22753467,0,,,,,,3,,,5,,,,,,3,,,5,combined_herpes_viruses,HSV2_StrainG
SRR22753467,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753467,0,,,1,,,,,0,,,,1,,,,,0,,VZV_Ellen,HHV6B
SRR22753467,0,,,,,,,1,0,,,,,,,,1,0,,VZV_Ellen,KSHV
SRR22753467,0,,,,,0,,,0,,,,,,0,,,0,,VZV_Ellen,HSV1_KOS
SRR22753467,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753467,0,,,,,,3,,0,,,,,,,3,,0,,VZV_Ellen,HSV2_StrainG
SRR22753467,0,,0,1,,,,,,,,0,1,,,,,,,HCMV,HHV6B
SRR22753467,0,,0,,,,,1,,,,0,,,,,1,,,HCMV,KSHV
SRR22753467,0,,0,,,0,,,,,,0,,,0,,,,,HCMV,HSV1_KOS
SRR22753467,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753467,0,,0,,,,3,,,,,0,,,,3,,,,HCMV,HSV2_StrainG
SRR22753467,0,,,1,,,,1,,,,,1,,,,1,,,HHV6B,KSHV
SRR22753467,0,,,1,,0,,,,,,,1,,0,,,,,HHV6B,HSV1_KOS
SRR22753467,0,,,1,0,,,,,,,,1,0,,,,,,HHV6B,HHV7
SRR22753467,1,,,1,,,3,,,,,,0,,,2,,,,HHV6B,HSV2_StrainG
SRR22753467,0,,,,,0,,1,,,,,,,0,,1,,,KSHV,HSV1_KOS
SRR22753467,0,,,,0,,,1,,,,,,0,,,1,,,KSHV,HHV7
SRR22753467,0,,,,,,3,1,,,,,,,,3,1,,,KSHV,HSV2_StrainG
SRR22753467,0,,,,0,0,,,,,,,,0,0,,,,,HSV1_KOS,HHV7
SRR22753467,0,,,,,0,3,,,,,,,,0,3,,,,HSV1_KOS,HSV2_StrainG
SRR22753467,0,,,,0,,3,,,,,,,0,,3,,,,HHV7,HSV2_StrainG
SRR22753467,4,4,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753467,5,,,,,,,,,5,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753467,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753467,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753467,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753467,1,,,,,,,1,,,,,,,,,0,,,KSHV,KSHV
SRR22753467,0,,,,,0,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753467,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753467,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753410,0,,0,,,,1,,,,,0,,,,1,,,,HSV2_StrainG,HCMV
SRR22753410,0,,,,0,,1,,,,,,,0,,1,,,,HSV2_StrainG,HHV7
SRR22753410,0,,,,,,1,,,76,,,,,,1,,,76,HSV2_StrainG,combined_herpes_viruses
SRR22753410,0,0,,,,,1,,,,0,,,,,1,,,,HSV2_StrainG,EBV
SRR22753410,0,,,0,,,1,,,,,,0,,,1,,,,HSV2_StrainG,HHV6B
SRR22753410,0,,,,,101,1,,,,,,,,101,1,,,,HSV2_StrainG,HSV1_KOS
SRR22753410,0,,,,,,1,,0,,,,,,,1,,0,,HSV2_StrainG,VZV_Ellen
SRR22753410,0,,,,,,1,4,,,,,,,,1,4,,,HSV2_StrainG,KSHV
SRR22753410,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753410,0,,0,,,,,,,76,,0,,,,,,,76,HCMV,combined_herpes_viruses
SRR22753410,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753410,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753410,0,,0,,,101,,,,,,0,,,101,,,,,HCMV,HSV1_KOS
SRR22753410,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753410,0,,0,,,,,4,,,,0,,,,,4,,,HCMV,KSHV
SRR22753410,0,,,,0,,,,,76,,,,0,,,,,76,HHV7,combined_herpes_viruses
SRR22753410,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753410,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753410,0,,,,0,101,,,,,,,,0,101,,,,,HHV7,HSV1_KOS
SRR22753410,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753410,0,,,,0,,,4,,,,,,0,,,4,,,HHV7,KSHV
SRR22753410,0,0,,,,,,,,76,0,,,,,,,,76,combined_herpes_viruses,EBV
SRR22753410,0,,,0,,,,,,76,,,0,,,,,,76,combined_herpes_viruses,HHV6B
SRR22753410,58,,,,,101,,,,76,,,,,43,,,,18,combined_herpes_viruses,HSV1_KOS
SRR22753410,0,,,,,,,,0,76,,,,,,,,0,76,combined_herpes_viruses,VZV_Ellen
SRR22753410,0,,,,,,,4,,76,,,,,,,4,,76,combined_herpes_viruses,KSHV
SRR22753410,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753410,0,0,,,,101,,,,,0,,,,101,,,,,EBV,HSV1_KOS
SRR22753410,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753410,0,0,,,,,,4,,,0,,,,,,4,,,EBV,KSHV
SRR22753410,0,,,0,,101,,,,,,,0,,101,,,,,HHV6B,HSV1_KOS
SRR22753410,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753410,0,,,0,,,,4,,,,,0,,,,4,,,HHV6B,KSHV
SRR22753410,0,,,,,101,,,0,,,,,,101,,,0,,HSV1_KOS,VZV_Ellen
SRR22753410,0,,,,,101,,4,,,,,,,101,,4,,,HSV1_KOS,KSHV
SRR22753410,0,,,,,,,4,0,,,,,,,,4,0,,VZV_Ellen,KSHV
SRR22753410,1,,,,,,1,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753410,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753410,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753410,76,,,,,,,,,76,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753410,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753410,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753410,101,,,,,101,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753410,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753410,4,,,,,,,4,,,,,,,,,0,,,KSHV,KSHV
SRR22753499,0,,,,0,,,,,9,,,,0,,,,,9,HHV7,combined_herpes_viruses
SRR22753499,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753499,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753499,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753499,0,,,,0,,6,,,,,,,0,,6,,,,HHV7,HSV2_StrainG
SRR22753499,0,,,,0,17,,,,,,,,0,17,,,,,HHV7,HSV1_KOS
SRR22753499,0,,,,0,,,4,,,,,,0,,,4,,,HHV7,KSHV
SRR22753499,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753499,0,,0,,,,,,,9,,0,,,,,,,9,combined_herpes_viruses,HCMV
SRR22753499,0,,,0,,,,,,9,,,0,,,,,,9,combined_herpes_viruses,HHV6B
SRR22753499,0,,,,,,,,0,9,,,,,,,,0,9,combined_herpes_viruses,VZV_Ellen
SRR22753499,0,,,,,,6,,,9,,,,,,6,,,9,combined_herpes_viruses,HSV2_StrainG
SRR22753499,5,,,,,17,,,,9,,,,,12,,,,4,combined_herpes_viruses,HSV1_KOS
SRR22753499,1,,,,,,,4,,9,,,,,,,3,,8,combined_herpes_viruses,KSHV
SRR22753499,0,0,,,,,,,,9,0,,,,,,,,9,combined_herpes_viruses,EBV
SRR22753499,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753499,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753499,0,,0,,,,6,,,,,0,,,,6,,,,HCMV,HSV2_StrainG
SRR22753499,0,,0,,,17,,,,,,0,,,17,,,,,HCMV,HSV1_KOS
SRR22753499,0,,0,,,,,4,,,,0,,,,,4,,,HCMV,KSHV
SRR22753499,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753499,0,,,0,,,,,0,,,,0,,,,,0,,HHV6B,VZV_Ellen
SRR22753499,0,,,0,,,6,,,,,,0,,,6,,,,HHV6B,HSV2_StrainG
SRR22753499,0,,,0,,17,,,,,,,0,,17,,,,,HHV6B,HSV1_KOS
SRR22753499,0,,,0,,,,4,,,,,0,,,,4,,,HHV6B,KSHV
SRR22753499,0,0,,0,,,,,,,0,,0,,,,,,,HHV6B,EBV
SRR22753499,0,,,,,,6,,0,,,,,,,6,,0,,VZV_Ellen,HSV2_StrainG
SRR22753499,0,,,,,17,,,0,,,,,,17,,,0,,VZV_Ellen,HSV1_KOS
SRR22753499,0,,,,,,,4,0,,,,,,,,4,0,,VZV_Ellen,KSHV
SRR22753499,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753499,0,,,,,17,6,,,,,,,,17,6,,,,HSV2_StrainG,HSV1_KOS
SRR22753499,0,,,,,,6,4,,,,,,,,6,4,,,HSV2_StrainG,KSHV
SRR22753499,0,0,,,,,6,,,,0,,,,,6,,,,HSV2_StrainG,EBV
SRR22753499,0,,,,,17,,4,,,,,,,17,,4,,,HSV1_KOS,KSHV
SRR22753499,0,0,,,,17,,,,,0,,,,17,,,,,HSV1_KOS,EBV
SRR22753499,0,0,,,,,,4,,,0,,,,,,4,,,KSHV,EBV
SRR22753499,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753499,9,,,,,,,,,9,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753499,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753499,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753499,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753499,6,,,,,,6,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753499,17,,,,,17,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753499,4,,,,,,,4,,,,,,,,,0,,,KSHV,KSHV
SRR22753499,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753438,0,,,,,19,,2,,,,,,,19,,2,,,HSV1_KOS,KSHV
SRR22753438,0,,,,,19,0,,,,,,,,19,0,,,,HSV1_KOS,HSV2_StrainG
SRR22753438,0,0,,,,19,,,,,0,,,,19,,,,,HSV1_KOS,EBV
SRR22753438,0,,,,,19,,,0,,,,,,19,,,0,,HSV1_KOS,VZV_Ellen
SRR22753438,0,,0,,,19,,,,,,0,,,19,,,,,HSV1_KOS,HCMV
SRR22753438,0,,,,0,19,,,,,,,,0,19,,,,,HSV1_KOS,HHV7
SRR22753438,8,,,,,19,,,,9,,,,,11,,,,1,HSV1_KOS,combined_herpes_viruses
SRR22753438,0,,,0,,19,,,,,,,0,,19,,,,,HSV1_KOS,HHV6B
SRR22753438,0,,,,,,0,2,,,,,,,,0,2,,,KSHV,HSV2_StrainG
SRR22753438,0,0,,,,,,2,,,0,,,,,,2,,,KSHV,EBV
SRR22753438,0,,,,,,,2,0,,,,,,,,2,0,,KSHV,VZV_Ellen
SRR22753438,0,,0,,,,,2,,,,0,,,,,2,,,KSHV,HCMV
SRR22753438,0,,,,0,,,2,,,,,,0,,,2,,,KSHV,HHV7
SRR22753438,0,,,,,,,2,,9,,,,,,,2,,9,KSHV,combined_herpes_viruses
SRR22753438,0,,,0,,,,2,,,,,0,,,,2,,,KSHV,HHV6B
SRR22753438,0,0,,,,,0,,,,0,,,,,0,,,,HSV2_StrainG,EBV
SRR22753438,0,,,,,,0,,0,,,,,,,0,,0,,HSV2_StrainG,VZV_Ellen
SRR22753438,0,,0,,,,0,,,,,0,,,,0,,,,HSV2_StrainG,HCMV
SRR22753438,0,,,,0,,0,,,,,,,0,,0,,,,HSV2_StrainG,HHV7
SRR22753438,0,,,,,,0,,,9,,,,,,0,,,9,HSV2_StrainG,combined_herpes_viruses
SRR22753438,0,,,0,,,0,,,,,,0,,,0,,,,HSV2_StrainG,HHV6B
SRR22753438,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753438,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753438,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753438,0,0,,,,,,,,9,0,,,,,,,,9,EBV,combined_herpes_viruses
SRR22753438,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753438,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753438,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753438,0,,,,,,,,0,9,,,,,,,,0,9,VZV_Ellen,combined_herpes_viruses
SRR22753438,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753438,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753438,0,,0,,,,,,,9,,0,,,,,,,9,HCMV,combined_herpes_viruses
SRR22753438,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753438,0,,,,0,,,,,9,,,,0,,,,,9,HHV7,combined_herpes_viruses
SRR22753438,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753438,0,,,0,,,,,,9,,,0,,,,,,9,combined_herpes_viruses,HHV6B
SRR22753438,19,,,,,19,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753438,2,,,,,,,2,,,,,,,,,0,,,KSHV,KSHV
SRR22753438,0,,,,,,0,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753438,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753438,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753438,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753438,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753438,9,,,,,,,,,9,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753438,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753501,0,,,,,7,,,0,,,,,,7,,,0,,VZV_Ellen,HSV1_KOS
SRR22753501,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753501,0,,,,,,4,,0,,,,,,,4,,0,,VZV_Ellen,HSV2_StrainG
SRR22753501,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753501,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753501,0,,,,,,,10,0,,,,,,,,10,0,,VZV_Ellen,KSHV
SRR22753501,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753501,0,,,,,,,,0,8,,,,,,,,0,8,VZV_Ellen,combined_herpes_viruses
SRR22753501,0,,,0,,7,,,,,,,0,,7,,,,,HSV1_KOS,HHV6B
SRR22753501,0,,,,,7,4,,,,,,,,7,4,,,,HSV1_KOS,HSV2_StrainG
SRR22753501,0,0,,,,7,,,,,0,,,,7,,,,,HSV1_KOS,EBV
SRR22753501,0,,0,,,7,,,,,,0,,,7,,,,,HSV1_KOS,HCMV
SRR22753501,0,,,,,7,,10,,,,,,,7,,10,,,HSV1_KOS,KSHV
SRR22753501,0,,,,0,7,,,,,,,,0,7,,,,,HSV1_KOS,HHV7
SRR22753501,4,,,,,7,,,,8,,,,,3,,,,4,HSV1_KOS,combined_herpes_viruses
SRR22753501,0,,,0,,,4,,,,,,0,,,4,,,,HHV6B,HSV2_StrainG
SRR22753501,0,0,,0,,,,,,,0,,0,,,,,,,HHV6B,EBV
SRR22753501,0,,0,0,,,,,,,,0,0,,,,,,,HHV6B,HCMV
SRR22753501,0,,,0,,,,10,,,,,0,,,,10,,,HHV6B,KSHV
SRR22753501,0,,,0,0,,,,,,,,0,0,,,,,,HHV6B,HHV7
SRR22753501,0,,,0,,,,,,8,,,0,,,,,,8,HHV6B,combined_herpes_viruses
SRR22753501,0,0,,,,,4,,,,0,,,,,4,,,,HSV2_StrainG,EBV
SRR22753501,0,,0,,,,4,,,,,0,,,,4,,,,HSV2_StrainG,HCMV
SRR22753501,0,,,,,,4,10,,,,,,,,4,10,,,HSV2_StrainG,KSHV
SRR22753501,0,,,,0,,4,,,,,,,0,,4,,,,HSV2_StrainG,HHV7
SRR22753501,1,,,,,,4,,,8,,,,,,3,,,7,HSV2_StrainG,combined_herpes_viruses
SRR22753501,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753501,0,0,,,,,,10,,,0,,,,,,10,,,EBV,KSHV
SRR22753501,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753501,0,0,,,,,,,,8,0,,,,,,,,8,EBV,combined_herpes_viruses
SRR22753501,0,,0,,,,,10,,,,0,,,,,10,,,HCMV,KSHV
SRR22753501,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753501,0,,0,,,,,,,8,,0,,,,,,,8,HCMV,combined_herpes_viruses
SRR22753501,0,,,,0,,,10,,,,,,0,,,10,,,KSHV,HHV7
SRR22753501,1,,,,,,,10,,8,,,,,,,9,,7,KSHV,combined_herpes_viruses
SRR22753501,0,,,,0,,,,,8,,,,0,,,,,8,HHV7,combined_herpes_viruses
SRR22753501,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753501,7,,,,,7,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753501,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753501,4,,,,,,4,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753501,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753501,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753501,10,,,,,,,10,,,,,,,,,0,,,KSHV,KSHV
SRR22753501,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753501,8,,,,,,,,,8,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753392,0,1,0,,,,,,,,1,0,,,,,,,,EBV,HCMV
SRR22753392,0,1,,,0,,,,,,1,,,0,,,,,,EBV,HHV7
SRR22753392,0,1,,,,,,,0,,1,,,,,,,0,,EBV,VZV_Ellen
SRR22753392,0,1,,,,104,,,,,1,,,,104,,,,,EBV,HSV1_KOS
SRR22753392,0,1,,,,,1,,,,1,,,,,1,,,,EBV,HSV2_StrainG
