"sample","virus","uniquely_mapped_reads","mismatch_rate_per_base"
"SRR22753499","KSHV","3","9.05%"
"SRR22753499","VZV_Ellen","0","-nan%"
"SRR22753500","EBV","0","-nan%"
"SRR22753500","HCMV","0","-nan%"
"SRR22753500","HHV6B","1","10.53%"
"SRR22753500","HHV7","0","-nan%"
"SRR22753500","HSV1_KOS","3","0.93%"
"SRR22753500","HSV2_StrainG","3","8.00%"
"SRR22753500","KSHV","8","8.39%"
"SRR22753500","VZV_Ellen","0","-nan%"
"SRR22753501","combined_herpes_viruses","0","-nan%"
"SRR22753501","EBV","0","-nan%"
"SRR22753501","HCMV","0","-nan%"
"SRR22753501","HHV6B","0","-nan%"
"SRR22753501","HHV7","0","-nan%"
"SRR22753501","HSV1_KOS","2","0.00%"
"SRR22753501","HSV2_StrainG","3","9.09%"
"SRR22753501","KSHV","8","7.87%"
"SRR22753501","VZV_Ellen","0","-nan%"
"SRR22753502","EBV","0","-nan%"
"SRR22753502","HCMV","0","-nan%"
"SRR22753502","HHV6B","0","-nan%"
"SRR22753502","HHV7","1","10.53%"
"SRR22753502","HSV1_KOS","4","4.75%"
"SRR22753502","HSV2_StrainG","0","-nan%"
"SRR22753502","KSHV","6","7.05%"
"SRR22753502","VZV_Ellen","0","-nan%"
"SRR22753503","combined_herpes_viruses","0","-nan%"
"SRR22753503","EBV","0","-nan%"
"SRR22753503","HCMV","0","-nan%"
"SRR22753503","HHV6B","0","-nan%"
"SRR22753503","HHV7","0","-nan%"
"SRR22753503","HSV1_KOS","0","-nan%"
"SRR22753503","HSV2_StrainG","1","9.52%"
"SRR22753503","KSHV","0","-nan%"
"SRR22753503","VZV_Ellen","0","-nan%"
"SRR22753504","combined_herpes_viruses","0","-nan%"
"SRR22753504","EBV","0","-nan%"
"SRR22753504","HCMV","0","-nan%"
"SRR22753504","HHV6B","0","-nan%"
"SRR22753504","HHV7","0","-nan%"
"SRR22753504","HSV1_KOS","0","-nan%"
"SRR22753504","HSV2_StrainG","0","-nan%"
"SRR22753504","KSHV","5","6.27%"
"SRR22753504","VZV_Ellen","0","-nan%"
"SRR22753505","combined_herpes_viruses","0","-nan%"
"SRR22753505","EBV","0","-nan%"
"SRR22753505","HCMV","0","-nan%"
"SRR22753505","HHV6B","0","-nan%"
"SRR22753505","HHV7","0","-nan%"
"SRR22753505","HSV1_KOS","1","7.14%"
"SRR22753505","HSV2_StrainG","3","8.05%"
"SRR22753505","KSHV","1","2.78%"
"SRR22753505","VZV_Ellen","0","-nan%"
"SRR22753506","combined_herpes_viruses","0","-nan%"
"SRR22753506","EBV","0","-nan%"
"SRR22753506","HCMV","0","-nan%"
"SRR22753506","HHV6B","0","-nan%"
"SRR22753506","HHV7","0","-nan%"
"SRR22753506","HSV1_KOS","3","5.21%"
"SRR22753506","HSV2_StrainG","3","8.55%"
"SRR22753506","KSHV","5","6.87%"
"SRR22753506","VZV_Ellen","0","-nan%"
"SRR22753507","combined_herpes_viruses","0","-nan%"
"SRR22753507","EBV","0","-nan%"
"SRR22753507","HCMV","0","-nan%"
"SRR22753507","HHV6B","0","-nan%"
"SRR22753507","HHV7","0","-nan%"
"SRR22753507","HSV1_KOS","0","-nan%"
"SRR22753507","HSV2_StrainG","1","9.30%"
"SRR22753507","KSHV","3","6.93%"
"SRR22753507","VZV_Ellen","0","-nan%"
"SRR22753508","combined_herpes_viruses","0","-nan%"
"SRR22753508","EBV","0","-nan%"
"SRR22753508","HCMV","0","-nan%"
"SRR22753508","HHV6B","0","-nan%"
"SRR22753508","HHV7","0","-nan%"
"SRR22753508","HSV1_KOS","1","1.45%"
"SRR22753508","HSV2_StrainG","0","-nan%"
"SRR22753508","KSHV","3","7.02%"
"SRR22753508","VZV_Ellen","0","-nan%"
"SRR22753509","combined_herpes_viruses","0","-nan%"
"SRR22753509","EBV","0","-nan%"
"SRR22753509","HCMV","1","0.00%"
"SRR22753509","HHV6B","0","-nan%"
"SRR22753509","HHV7","1","3.12%"
"SRR22753509","HSV1_KOS","45","3.52%"
"SRR22753509","HSV2_StrainG","0","-nan%"
"SRR22753509","KSHV","0","-nan%"
"SRR22753509","VZV_Ellen","0","-nan%"
"SRR22753510","combined_herpes_viruses","0","-nan%"
"SRR22753510","EBV","0","-nan%"
"SRR22753510","HCMV","0","-nan%"
"SRR22753510","HHV6B","0","-nan%"
"SRR22753510","HHV7","0","-nan%"
"SRR22753510","HSV1_KOS","0","-nan%"
"SRR22753510","HSV2_StrainG","1","9.41%"
"SRR22753510","KSHV","1","4.05%"
"SRR22753510","VZV_Ellen","0","-nan%"
"SRR22753511","combined_herpes_viruses","0","-nan%"
"SRR22753511","EBV","0","-nan%"
"SRR22753511","HCMV","0","-nan%"
"SRR22753511","HHV6B","0","-nan%"
"SRR22753511","HHV7","0","-nan%"
"SRR22753511","HSV1_KOS","0","-nan%"
"SRR22753511","HSV2_StrainG","1","9.41%"
"SRR22753511","KSHV","5","7.55%"
"SRR22753511","VZV_Ellen","0","-nan%"
"SRR22753512","combined_herpes_viruses","0","-nan%"
"SRR22753512","EBV","0","-nan%"
"SRR22753512","HCMV","0","-nan%"
"SRR22753512","HHV6B","0","-nan%"
"SRR22753512","HHV7","0","-nan%"
"SRR22753512","HSV1_KOS","4","3.72%"
"SRR22753512","HSV2_StrainG","1","9.21%"
"SRR22753512","KSHV","0","-nan%"
"SRR22753512","VZV_Ellen","0","-nan%"
"SRR22753513","combined_herpes_viruses","0","-nan%"
"SRR22753513","EBV","0","-nan%"
"SRR22753513","HCMV","0","-nan%"
"SRR22753513","HHV6B","1","7.41%"
"SRR22753513","HHV7","0","-nan%"
"SRR22753513","HSV1_KOS","1","6.15%"
"SRR22753513","HSV2_StrainG","0","-nan%"
"SRR22753513","KSHV","1","5.88%"
"SRR22753513","VZV_Ellen","0","-nan%"
"SRR22753514","combined_herpes_viruses","0","-nan%"
"SRR22753514","EBV","0","-nan%"
"SRR22753514","HCMV","0","-nan%"
"SRR22753514","HHV6B","0","-nan%"
"SRR22753514","HHV7","0","-nan%"
"SRR22753514","HSV1_KOS","0","-nan%"
"SRR22753514","HSV2_StrainG","1","9.46%"
"SRR22753514","KSHV","2","8.23%"
"SRR22753514","VZV_Ellen","0","-nan%"
"SRR22753515","combined_herpes_viruses","0","-nan%"
"SRR22753515","EBV","0","-nan%"
"SRR22753515","HCMV","0","-nan%"
"SRR22753515","HHV6B","0","-nan%"
"SRR22753515","HHV7","0","-nan%"
"SRR22753515","HSV1_KOS","0","-nan%"
"SRR22753515","HSV2_StrainG","1","6.98%"
"SRR22753515","KSHV","3","8.60%"
"SRR22753515","VZV_Ellen","0","-nan%"
"SRR22753516","combined_herpes_viruses","0","-nan%"
"SRR22753516","EBV","0","-nan%"
"SRR22753516","HCMV","0","-nan%"
"SRR22753516","HHV6B","0","-nan%"
"SRR22753516","HHV7","0","-nan%"
"SRR22753516","HSV1_KOS","0","-nan%"
"SRR22753516","HSV2_StrainG","0","-nan%"
"SRR22753516","KSHV","1","3.80%"
"SRR22753516","VZV_Ellen","0","-nan%"
"SRR22753517","combined_herpes_viruses","0","-nan%"
"SRR22753517","EBV","0","-nan%"
"SRR22753517","HCMV","0","-nan%"
"SRR22753517","HHV6B","0","-nan%"
"SRR22753517","HHV7","0","-nan%"
"SRR22753517","HSV1_KOS","1","0.00%"
"SRR22753517","HSV2_StrainG","0","-nan%"
"SRR22753517","KSHV","2","9.49%"
"SRR22753517","VZV_Ellen","0","-nan%"
"SRR22753518","combined_herpes_viruses","0","-nan%"
"SRR22753518","EBV","0","-nan%"
"SRR22753518","HCMV","0","-nan%"
"SRR22753518","HHV6B","0","-nan%"
"SRR22753518","HHV7","0","-nan%"
"SRR22753518","HSV1_KOS","1","4.55%"
"SRR22753518","HSV2_StrainG","2","9.87%"
"SRR22753518","KSHV","2","5.26%"
"SRR22753518","VZV_Ellen","0","-nan%"
"SRR22753519","combined_herpes_viruses","0","-nan%"
"SRR22753519","EBV","0","-nan%"
"SRR22753519","HCMV","0","-nan%"
"SRR22753519","HHV6B","0","-nan%"
"SRR22753519","HHV7","0","-nan%"
"SRR22753519","HSV1_KOS","0","-nan%"
"SRR22753519","HSV2_StrainG","3","8.13%"
"SRR22753519","KSHV","3","7.17%"
"SRR22753519","VZV_Ellen","0","-nan%"
"SRR22753520","combined_herpes_viruses","0","-nan%"
"SRR22753520","EBV","0","-nan%"
"SRR22753520","HCMV","0","-nan%"
"SRR22753520","HHV6B","0","-nan%"
"SRR22753520","HHV7","0","-nan%"
"SRR22753520","HSV1_KOS","0","-nan%"
"SRR22753520","HSV2_StrainG","1","10.53%"
"SRR22753520","KSHV","5","6.32%"
"SRR22753520","VZV_Ellen","0","-nan%"
"SRR22753521","combined_herpes_viruses","0","-nan%"
"SRR22753521","EBV","0","-nan%"
"SRR22753521","HCMV","0","-nan%"
"SRR22753521","HHV6B","0","-nan%"
"SRR22753521","HHV7","0","-nan%"
"SRR22753521","HSV1_KOS","0","-nan%"
"SRR22753521","HSV2_StrainG","2","7.45%"
"SRR22753521","KSHV","7","7.10%"
"SRR22753521","VZV_Ellen","0","-nan%"
"SRR22753522","combined_herpes_viruses","0","-nan%"
"SRR22753522","EBV","0","-nan%"
"SRR22753522","HCMV","0","-nan%"
"SRR22753522","HHV6B","0","-nan%"
"SRR22753522","HHV7","0","-nan%"
"SRR22753522","HSV1_KOS","2","7.43%"
"SRR22753522","HSV2_StrainG","1","6.76%"
"SRR22753522","KSHV","4","6.10%"
"SRR22753522","VZV_Ellen","0","-nan%"
"SRR22753523","combined_herpes_viruses","0","-nan%"
"SRR22753523","EBV","0","-nan%"
"SRR22753523","HCMV","0","-nan%"
"SRR22753523","HHV6B","1","10.39%"
"SRR22753523","HHV7","0","-nan%"
"SRR22753523","HSV1_KOS","1","4.55%"
"SRR22753523","HSV2_StrainG","1","8.64%"
"SRR22753523","KSHV","6","9.35%"
"SRR22753523","VZV_Ellen","0","-nan%"
"SRR22753524","combined_herpes_viruses","0","-nan%"
"SRR22753524","EBV","0","-nan%"
"SRR22753524","HCMV","0","-nan%"
"SRR22753524","HHV6B","0","-nan%"
"SRR22753524","HHV7","0","-nan%"
"SRR22753524","HSV1_KOS","0","-nan%"
"SRR22753524","HSV2_StrainG","2","8.50%"
"SRR22753524","KSHV","4","7.21%"
"SRR22753524","VZV_Ellen","0","-nan%"
"SRR22753525","combined_herpes_viruses","0","-nan%"
"SRR22753525","EBV","0","-nan%"
"SRR22753525","HCMV","0","-nan%"
"SRR22753525","HHV6B","0","-nan%"
"SRR22753525","HHV7","0","-nan%"
"SRR22753525","HSV1_KOS","0","-nan%"
"SRR22753525","HSV2_StrainG","1","9.41%"
"SRR22753525","KSHV","8","8.16%"
"SRR22753525","VZV_Ellen","0","-nan%"
"SRR22753526","combined_herpes_viruses","0","-nan%"
"SRR22753526","EBV","0","-nan%"
"SRR22753526","HCMV","0","-nan%"
"SRR22753526","HHV6B","1","0.00%"
"SRR22753526","HHV7","0","-nan%"
"SRR22753526","HSV1_KOS","1","7.79%"
"SRR22753526","HSV2_StrainG","3","3.57%"
"SRR22753526","KSHV","3","8.55%"
"SRR22753526","VZV_Ellen","0","-nan%"
"SRR22753527","combined_herpes_viruses","0","-nan%"
"SRR22753527","EBV","0","-nan%"
"SRR22753527","HCMV","0","-nan%"
"SRR22753527","HHV6B","0","-nan%"
"SRR22753527","HHV7","0","-nan%"
"SRR22753527","HSV1_KOS","0","-nan%"
"SRR22753527","HSV2_StrainG","2","6.33%"
"SRR22753527","KSHV","5","6.82%"
"SRR22753527","VZV_Ellen","0","-nan%"
"SRR22753528","combined_herpes_viruses","0","-nan%"
"SRR22753528","EBV","0","-nan%"
"SRR22753528","HCMV","0","-nan%"
"SRR22753528","HHV6B","0","-nan%"
"SRR22753528","HHV7","0","-nan%"
"SRR22753528","HSV1_KOS","1","4.41%"
"SRR22753528","HSV2_StrainG","2","8.86%"
"SRR22753528","KSHV","5","7.63%"
"SRR22753528","VZV_Ellen","0","-nan%"
"SRR22753529","combined_herpes_viruses","0","-nan%"
"SRR22753529","EBV","0","-nan%"
"SRR22753529","HCMV","0","-nan%"
"SRR22753529","HHV6B","0","-nan%"
"SRR22753529","HHV7","0","-nan%"
"SRR22753529","HSV1_KOS","1","0.00%"
"SRR22753529","HSV2_StrainG","2","7.65%"
"SRR22753529","KSHV","4","9.75%"
"SRR22753529","VZV_Ellen","0","-nan%"
"SRR22753530","EBV","0","-nan%"
"SRR22753530","HCMV","0","-nan%"
"SRR22753530","HHV6B","1","9.33%"
"SRR22753530","HHV7","0","-nan%"
"SRR22753530","HSV1_KOS","0","-nan%"
"SRR22753530","HSV2_StrainG","1","5.26%"
"SRR22753530","KSHV","8","8.76%"
"SRR22753530","VZV_Ellen","0","-nan%"
"SRR22753531","combined_herpes_viruses","0","-nan%"
"SRR22753531","EBV","0","-nan%"
"SRR22753531","HCMV","0","-nan%"
"SRR22753531","HHV6B","0","-nan%"
"SRR22753531","HHV7","0","-nan%"
"SRR22753531","HSV1_KOS","0","-nan%"
"SRR22753531","HSV2_StrainG","5","8.76%"
"SRR22753531","KSHV","6","8.37%"
"SRR22753531","VZV_Ellen","0","-nan%"
"SRR22753532","combined_herpes_viruses","0","-nan%"
"SRR22753532","EBV","0","-nan%"
"SRR22753532","HCMV","0","-nan%"
"SRR22753532","HHV6B","0","-nan%"
"SRR22753532","HHV7","0","-nan%"
"SRR22753532","HSV1_KOS","2","3.16%"
"SRR22753532","HSV2_StrainG","0","-nan%"
"SRR22753532","KSHV","6","8.48%"
"SRR22753532","VZV_Ellen","0","-nan%"
"SRR22753533","combined_herpes_viruses","0","-nan%"
"SRR22753533","EBV","0","-nan%"
"SRR22753533","HCMV","0","-nan%"
"SRR22753533","HHV6B","0","-nan%"
"SRR22753533","HHV7","0","-nan%"
"SRR22753533","HSV1_KOS","0","-nan%"
"SRR22753533","HSV2_StrainG","0","-nan%"
"SRR22753533","KSHV","0","-nan%"
"SRR22753533","VZV_Ellen","0","-nan%"
"SRR22753534","combined_herpes_viruses","0","-nan%"
"SRR22753534","EBV","0","-nan%"
"SRR22753534","HCMV","0","-nan%"
"SRR22753534","HHV6B","1","7.23%"
"SRR22753534","HHV7","0","-nan%"
"SRR22753534","HSV1_KOS","0","-nan%"
"SRR22753534","HSV2_StrainG","1","9.41%"
"SRR22753534","KSHV","2","8.97%"
"SRR22753534","VZV_Ellen","0","-nan%"
"SRR22753535","combined_herpes_viruses","0","-nan%"
"SRR22753535","EBV","0","-nan%"
"SRR22753535","HCMV","0","-nan%"
"SRR22753535","HHV6B","0","-nan%"
"SRR22753535","HHV7","0","-nan%"
"SRR22753535","HSV1_KOS","1","1.61%"
"SRR22753535","HSV2_StrainG","0","-nan%"
"SRR22753535","KSHV","0","-nan%"
"SRR22753535","VZV_Ellen","0","-nan%"
"SRR22753536","combined_herpes_viruses","0","-nan%"
"SRR22753536","EBV","0","-nan%"
"SRR22753536","HCMV","0","-nan%"
"SRR22753536","HHV6B","0","-nan%"
"SRR22753536","HHV7","0","-nan%"
"SRR22753536","HSV1_KOS","0","-nan%"
"SRR22753536","HSV2_StrainG","1","6.10%"
"SRR22753536","KSHV","0","-nan%"
"SRR22753536","VZV_Ellen","0","-nan%"
"SRR22753537","combined_herpes_viruses","0","-nan%"
"SRR22753537","EBV","0","-nan%"
"SRR22753537","HCMV","0","-nan%"
"SRR22753537","HHV6B","0","-nan%"
"SRR22753537","HHV7","0","-nan%"
"SRR22753537","HSV1_KOS","0","-nan%"
"SRR22753537","HSV2_StrainG","0","-nan%"
"SRR22753537","KSHV","1","8.97%"
"SRR22753537","VZV_Ellen","0","-nan%"
"SRR22753538","combined_herpes_viruses","0","-nan%"
"SRR22753538","EBV","0","-nan%"
"SRR22753538","HCMV","0","-nan%"
"SRR22753538","HHV6B","0","-nan%"
"SRR22753538","HHV7","0","-nan%"
"SRR22753538","HSV1_KOS","0","-nan%"
"SRR22753538","HSV2_StrainG","2","8.93%"
"SRR22753538","KSHV","2","10.00%"
"SRR22753538","VZV_Ellen","0","-nan%"
"SRR22753539","combined_herpes_viruses","0","-nan%"
"SRR22753539","EBV","0","-nan%"
"SRR22753539","HCMV","0","-nan%"
"SRR22753539","HHV6B","0","-nan%"
"SRR22753539","HHV7","0","-nan%"
"SRR22753539","HSV1_KOS","0","-nan%"
"SRR22753539","HSV2_StrainG","0","-nan%"
"SRR22753539","KSHV","1","8.00%"
"SRR22753539","VZV_Ellen","0","-nan%"
"SRR22753540","combined_herpes_viruses","0","-nan%"
"SRR22753540","EBV","0","-nan%"
"SRR22753540","HCMV","0","-nan%"
"SRR22753540","HHV6B","0","-nan%"
"SRR22753540","HHV7","0","-nan%"
"SRR22753540","HSV1_KOS","0","-nan%"
"SRR22753540","HSV2_StrainG","1","10.53%"
"SRR22753540","KSHV","2","8.39%"
"SRR22753540","VZV_Ellen","0","-nan%"
"SRR22753541","combined_herpes_viruses","0","-nan%"
"SRR22753541","EBV","0","-nan%"
"SRR22753541","HCMV","1","10.67%"
"SRR22753541","HHV6B","0","-nan%"
"SRR22753541","HHV7","0","-nan%"
"SRR22753541","HSV1_KOS","1","2.99%"
"SRR22753541","HSV2_StrainG","0","-nan%"
"SRR22753541","KSHV","1","7.50%"
"SRR22753541","VZV_Ellen","0","-nan%"
"SRR22753542","combined_herpes_viruses","0","-nan%"
"SRR22753542","EBV","0","-nan%"
"SRR22753542","HCMV","0","-nan%"
"SRR22753542","HHV6B","0","-nan%"
"SRR22753542","HHV7","0","-nan%"
"SRR22753542","HSV1_KOS","0","-nan%"
"SRR22753542","HSV2_StrainG","1","9.52%"
"SRR22753542","KSHV","1","4.05%"
"SRR22753542","VZV_Ellen","0","-nan%"
"SRR22753543","combined_herpes_viruses","0","-nan%"
"SRR22753543","EBV","0","-nan%"
"SRR22753543","HCMV","0","-nan%"
"SRR22753543","HHV6B","0","-nan%"
"SRR22753543","HHV7","0","-nan%"
"SRR22753543","HSV1_KOS","0","-nan%"
"SRR22753543","HSV2_StrainG","0","-nan%"
"SRR22753543","KSHV","2","7.43%"
"SRR22753543","VZV_Ellen","0","-nan%"
"SRR22753544","combined_herpes_viruses","0","-nan%"
"SRR22753544","EBV","0","-nan%"
"SRR22753544","HCMV","0","-nan%"
"SRR22753544","HHV6B","0","-nan%"
"SRR22753544","HHV7","0","-nan%"
"SRR22753544","HSV1_KOS","0","-nan%"
"SRR22753544","HSV2_StrainG","0","-nan%"
"SRR22753544","KSHV","1","9.52%"
"SRR22753544","VZV_Ellen","0","-nan%"
"SRR22753545","combined_herpes_viruses","0","-nan%"
"SRR22753545","EBV","0","-nan%"
"SRR22753545","HCMV","0","-nan%"
"SRR22753545","HHV6B","0","-nan%"
"SRR22753545","HHV7","0","-nan%"
"SRR22753545","HSV1_KOS","0","-nan%"
"SRR22753545","HSV2_StrainG","12","8.62%"
"SRR22753545","KSHV","10","7.37%"
"SRR22753545","VZV_Ellen","0","-nan%"
"SRR22753546","combined_herpes_viruses","0","-nan%"
"SRR22753546","EBV","0","-nan%"
"SRR22753546","HCMV","0","-nan%"
"SRR22753546","HHV6B","0","-nan%"
"SRR22753546","HHV7","0","-nan%"
"SRR22753546","HSV1_KOS","0","-nan%"
"SRR22753546","HSV2_StrainG","10","8.30%"
"SRR22753546","KSHV","3","5.83%"
"SRR22753546","VZV_Ellen","0","-nan%"
"SRR22753547","combined_herpes_viruses","0","-nan%"
"SRR22753547","EBV","0","-nan%"
"SRR22753547","HCMV","0","-nan%"
"SRR22753547","HHV6B","0","-nan%"
"SRR22753547","HHV7","0","-nan%"
"SRR22753547","HSV1_KOS","1","2.82%"
"SRR22753547","HSV2_StrainG","15","8.13%"
"SRR22753547","KSHV","7","5.05%"
"SRR22753547","VZV_Ellen","0","-nan%"
"SRR22753548","combined_herpes_viruses","0","-nan%"
"SRR22753548","EBV","0","-nan%"
"SRR22753548","HCMV","0","-nan%"
"SRR22753548","HHV6B","0","-nan%"
"SRR22753548","HHV7","0","-nan%"
"SRR22753548","HSV1_KOS","1","8.54%"
"SRR22753548","HSV2_StrainG","5","8.67%"
"SRR22753548","KSHV","8","8.10%"
"SRR22753548","VZV_Ellen","0","-nan%"
"SRR22753549","combined_herpes_viruses","0","-nan%"
"SRR22753549","EBV","0","-nan%"
"SRR22753549","HCMV","0","-nan%"
"SRR22753549","HHV6B","0","-nan%"
"SRR22753549","HHV7","0","-nan%"
"SRR22753549","HSV1_KOS","0","-nan%"
"SRR22753549","HSV2_StrainG","2","8.86%"
"SRR22753549","KSHV","3","6.82%"
"SRR22753549","VZV_Ellen","0","-nan%"
"SRR22753550","combined_herpes_viruses","0","-nan%"
"SRR22753550","EBV","0","-nan%"
"SRR22753550","HCMV","0","-nan%"
"SRR22753550","HHV6B","0","-nan%"
"SRR22753550","HHV7","0","-nan%"
"SRR22753550","HSV1_KOS","1","6.10%"
"SRR22753550","HSV2_StrainG","1","9.41%"
"SRR22753550","KSHV","2","4.86%"
"SRR22753550","VZV_Ellen","0","-nan%"
"SRR22753551","combined_herpes_viruses","0","-nan%"
"SRR22753551","EBV","0","-nan%"
"SRR22753551","HCMV","0","-nan%"
"SRR22753551","HHV6B","1","10.53%"
"SRR22753551","HHV7","0","-nan%"
"SRR22753551","HSV1_KOS","0","-nan%"
"SRR22753551","HSV2_StrainG","1","4.00%"
"SRR22753551","KSHV","3","7.69%"
"SRR22753551","VZV_Ellen","0","-nan%"
"SRR22753552","combined_herpes_viruses","0","-nan%"
"SRR22753552","EBV","0","-nan%"
"SRR22753552","HCMV","0","-nan%"
"SRR22753552","HHV6B","0","-nan%"
"SRR22753552","HHV7","0","-nan%"
"SRR22753552","HSV1_KOS","0","-nan%"
"SRR22753552","HSV2_StrainG","3","8.33%"
"SRR22753552","KSHV","5","5.19%"
"SRR22753552","VZV_Ellen","0","-nan%"
"SRR22753553","combined_herpes_viruses","0","-nan%"
"SRR22753553","EBV","0","-nan%"
"SRR22753553","HCMV","0","-nan%"
"SRR22753553","HHV6B","0","-nan%"
"SRR22753553","HHV7","0","-nan%"
"SRR22753553","HSV1_KOS","2","6.08%"
"SRR22753553","HSV2_StrainG","2","7.55%"
"SRR22753553","KSHV","1","8.64%"
"SRR22753553","VZV_Ellen","0","-nan%"
"SRR22753554","combined_herpes_viruses","0","-nan%"
"SRR22753554","EBV","0","-nan%"
"SRR22753554","HCMV","0","-nan%"
"SRR22753554","HHV6B","0","-nan%"
"SRR22753554","HHV7","0","-nan%"
"SRR22753554","HSV1_KOS","0","-nan%"
"SRR22753554","HSV2_StrainG","0","-nan%"
"SRR22753554","KSHV","1","5.71%"
"SRR22753554","VZV_Ellen","0","-nan%"
"SRR22753555","combined_herpes_viruses","0","-nan%"
"SRR22753555","EBV","0","-nan%"
"SRR22753555","HCMV","0","-nan%"
"SRR22753555","HHV6B","0","-nan%"
"SRR22753555","HHV7","0","-nan%"
"SRR22753555","HSV1_KOS","0","-nan%"
"SRR22753555","HSV2_StrainG","1","10.53%"
"SRR22753555","KSHV","1","7.14%"
"SRR22753555","VZV_Ellen","0","-nan%"
"SRR22753556","combined_herpes_viruses","0","-nan%"
"SRR22753556","EBV","0","-nan%"
"SRR22753556","HCMV","0","-nan%"
"SRR22753556","HHV6B","0","-nan%"
"SRR22753556","HHV7","0","-nan%"
"SRR22753556","HSV1_KOS","1","3.08%"
"SRR22753556","HSV2_StrainG","0","-nan%"
"SRR22753556","KSHV","2","9.38%"
"SRR22753556","VZV_Ellen","0","-nan%"
"SRR22753557","combined_herpes_viruses","0","-nan%"
"SRR22753557","EBV","0","-nan%"
"SRR22753557","HCMV","0","-nan%"
"SRR22753557","HHV6B","0","-nan%"
"SRR22753557","HHV7","0","-nan%"
"SRR22753557","HSV1_KOS","0","-nan%"
"SRR22753557","HSV2_StrainG","2","9.41%"
"SRR22753557","KSHV","1","4.65%"
"SRR22753557","VZV_Ellen","0","-nan%"
"SRR22753558","combined_herpes_viruses","0","-nan%"
"SRR22753558","EBV","0","-nan%"
"SRR22753558","HCMV","0","-nan%"
"SRR22753558","HHV6B","0","-nan%"
"SRR22753558","HHV7","0","-nan%"
"SRR22753558","HSV1_KOS","1","10.39%"
"SRR22753558","HSV2_StrainG","2","5.23%"
"SRR22753558","KSHV","2","6.76%"
"SRR22753558","VZV_Ellen","0","-nan%"
"SRR22753559","combined_herpes_viruses","0","-nan%"
"SRR22753559","EBV","0","-nan%"
"SRR22753559","HCMV","0","-nan%"
"SRR22753559","HHV6B","0","-nan%"
"SRR22753559","HHV7","0","-nan%"
"SRR22753559","HSV1_KOS","2","8.44%"
"SRR22753559","HSV2_StrainG","3","7.08%"
"SRR22753559","KSHV","2","5.66%"
"SRR22753559","VZV_Ellen","0","-nan%"
"SRR22753560","combined_herpes_viruses","0","-nan%"
"SRR22753560","EBV","0","-nan%"
"SRR22753560","HCMV","0","-nan%"
"SRR22753560","HHV6B","0","-nan%"
"SRR22753560","HHV7","0","-nan%"
"SRR22753560","HSV1_KOS","0","-nan%"
"SRR22753560","HSV2_StrainG","3","9.64%"
"SRR22753560","KSHV","2","9.20%"
"SRR22753560","VZV_Ellen","0","-nan%"
"SRR22753561","combined_herpes_viruses","0","-nan%"
"SRR22753561","EBV","0","-nan%"
"SRR22753561","HCMV","0","-nan%"
"SRR22753561","HHV6B","0","-nan%"
"SRR22753561","HHV7","0","-nan%"
"SRR22753561","HSV1_KOS","17","3.71%"
"SRR22753561","HSV2_StrainG","0","-nan%"
"SRR22753561","KSHV","2","5.96%"
"SRR22753562","combined_herpes_viruses","0","-nan%"
"SRR22753562","EBV","0","-nan%"
"SRR22753562","HCMV","0","-nan%"
"SRR22753562","HHV6B","1","10.26%"
"SRR22753562","HHV7","0","-nan%"
"SRR22753562","HSV1_KOS","20","4.24%"
"SRR22753562","HSV2_StrainG","1","9.59%"
"SRR22753562","KSHV","0","-nan%"
"SRR22753562","VZV_Ellen","0","-nan%"
"SRR22753563","combined_herpes_viruses","0","-nan%"
"SRR22753563","EBV","0","-nan%"
"SRR22753563","HCMV","0","-nan%"
"SRR22753563","HHV6B","0","-nan%"
"SRR22753563","HHV7","0","-nan%"
"SRR22753563","HSV1_KOS","1","7.23%"
"SRR22753563","HSV2_StrainG","4","8.47%"
"SRR22753563","KSHV","3","6.36%"
"SRR22753563","VZV_Ellen","0","-nan%"
"SRR22753564","combined_herpes_viruses","0","-nan%"
"SRR22753564","EBV","0","-nan%"
"SRR22753564","HCMV","0","-nan%"
"SRR22753564","HHV6B","0","-nan%"
"SRR22753564","HHV7","0","-nan%"
"SRR22753564","HSV1_KOS","1","7.04%"
"SRR22753564","HSV2_StrainG","2","8.54%"
"SRR22753564","KSHV","4","7.26%"
"SRR22753564","VZV_Ellen","0","-nan%"
"SRR22753565","combined_herpes_viruses","0","-nan%"
"SRR22753565","EBV","0","-nan%"
"SRR22753565","HCMV","0","-nan%"
"SRR22753565","HHV6B","0","-nan%"
"SRR22753565","HHV7","0","-nan%"
"SRR22753565","HSV1_KOS","1","7.32%"
"SRR22753565","HSV2_StrainG","1","9.41%"
"SRR22753565","KSHV","7","8.19%"
"SRR22753565","VZV_Ellen","0","-nan%"
"SRR22753566","combined_herpes_viruses","0","-nan%"
"SRR22753566","EBV","0","-nan%"
"SRR22753566","HCMV","0","-nan%"
"SRR22753566","HHV6B","0","-nan%"
"SRR22753566","HHV7","0","-nan%"
"SRR22753566","HSV1_KOS","1","1.61%"
"SRR22753566","HSV2_StrainG","6","8.57%"
"SRR22753566","KSHV","16","9.03%"
"SRR22753566","VZV_Ellen","0","-nan%"
"SRR22753567","combined_herpes_viruses","0","-nan%"
"SRR22753567","EBV","0","-nan%"
"SRR22753567","HCMV","0","-nan%"
"SRR22753567","HHV6B","0","-nan%"
