"sample","virus","uniquely_mapped_reads","mismatch_rate_per_base"
"SRR22753432","HSV2_StrainG","0","-nan%"
"SRR22753432","KSHV","1","10.53%"
"SRR22753432","VZV_Ellen","0","-nan%"
"SRR22753433","combined_herpes_viruses","0","-nan%"
"SRR22753433","EBV","0","-nan%"
"SRR22753433","HCMV","0","-nan%"
"SRR22753433","HHV6B","0","-nan%"
"SRR22753433","HHV7","0","-nan%"
"SRR22753433","HSV1_KOS","2","2.14%"
"SRR22753433","HSV2_StrainG","1","9.59%"
"SRR22753433","KSHV","4","9.09%"
"SRR22753433","VZV_Ellen","0","-nan%"
"SRR22753434","combined_herpes_viruses","0","-nan%"
"SRR22753434","EBV","0","-nan%"
"SRR22753434","HCMV","0","-nan%"
"SRR22753434","HHV6B","1","3.80%"
"SRR22753434","HHV7","0","-nan%"
"SRR22753434","HSV1_KOS","2","3.92%"
"SRR22753434","HSV2_StrainG","2","7.65%"
"SRR22753434","KSHV","4","8.18%"
"SRR22753434","VZV_Ellen","0","-nan%"
"SRR22753435","combined_herpes_viruses","0","-nan%"
"SRR22753435","EBV","0","-nan%"
"SRR22753435","HCMV","0","-nan%"
"SRR22753435","HHV6B","1","5.63%"
"SRR22753435","HHV7","0","-nan%"
"SRR22753435","HSV1_KOS","1","10.39%"
"SRR22753435","HSV2_StrainG","0","-nan%"
"SRR22753435","KSHV","1","7.59%"
"SRR22753435","VZV_Ellen","0","-nan%"
"SRR22753436","combined_herpes_viruses","0","-nan%"
"SRR22753436","EBV","0","-nan%"
"SRR22753436","HCMV","0","-nan%"
"SRR22753436","HHV6B","0","-nan%"
"SRR22753436","HHV7","0","-nan%"
"SRR22753436","HSV1_KOS","1","2.74%"
"SRR22753436","HSV2_StrainG","0","-nan%"
"SRR22753436","KSHV","1","7.89%"
"SRR22753436","VZV_Ellen","1","5.71%"
"SRR22753437","combined_herpes_viruses","0","-nan%"
"SRR22753437","EBV","0","-nan%"
"SRR22753437","HCMV","0","-nan%"
"SRR22753437","HHV6B","0","-nan%"
"SRR22753437","HHV7","0","-nan%"
"SRR22753437","HSV1_KOS","0","-nan%"
"SRR22753437","HSV2_StrainG","0","-nan%"
"SRR22753437","KSHV","0","-nan%"
"SRR22753437","VZV_Ellen","0","-nan%"
"SRR22753438","combined_herpes_viruses","0","-nan%"
"SRR22753438","EBV","0","-nan%"
"SRR22753438","HCMV","0","-nan%"
"SRR22753438","HHV6B","0","-nan%"
"SRR22753438","HHV7","0","-nan%"
"SRR22753438","HSV1_KOS","4","1.69%"
"SRR22753438","HSV2_StrainG","0","-nan%"
"SRR22753438","KSHV","1","1.33%"
"SRR22753438","VZV_Ellen","0","-nan%"
"SRR22753439","combined_herpes_viruses","0","-nan%"
"SRR22753439","EBV","0","-nan%"
"SRR22753439","HCMV","0","-nan%"
"SRR22753439","HHV6B","0","-nan%"
"SRR22753439","HHV7","0","-nan%"
"SRR22753439","HSV1_KOS","4","3.21%"
"SRR22753439","HSV2_StrainG","3","7.63%"
"SRR22753439","KSHV","3","9.44%"
"SRR22753439","VZV_Ellen","0","-nan%"
"SRR22753440","combined_herpes_viruses","0","-nan%"
"SRR22753440","EBV","0","-nan%"
"SRR22753440","HCMV","0","-nan%"
"SRR22753440","HHV6B","0","-nan%"
"SRR22753440","HHV7","0","-nan%"
"SRR22753440","HSV1_KOS","4","3.25%"
"SRR22753440","HSV2_StrainG","1","10.53%"
"SRR22753440","KSHV","2","8.00%"
"SRR22753440","VZV_Ellen","0","-nan%"
"SRR22753441","combined_herpes_viruses","0","-nan%"
"SRR22753441","EBV","0","-nan%"
"SRR22753441","HCMV","0","-nan%"
"SRR22753441","HHV6B","0","-nan%"
"SRR22753441","HHV7","0","-nan%"
"SRR22753441","HSV1_KOS","3","7.02%"
"SRR22753441","HSV2_StrainG","2","5.70%"
"SRR22753441","KSHV","4","5.35%"
"SRR22753441","VZV_Ellen","0","-nan%"
"SRR22753442","combined_herpes_viruses","0","-nan%"
"SRR22753442","EBV","0","-nan%"
"SRR22753442","HCMV","0","-nan%"
"SRR22753442","HHV6B","0","-nan%"
"SRR22753442","HHV7","0","-nan%"
"SRR22753442","HSV1_KOS","9","5.47%"
"SRR22753442","HSV2_StrainG","3","9.69%"
"SRR22753442","KSHV","4","7.10%"
"SRR22753442","VZV_Ellen","0","-nan%"
"SRR22753443","combined_herpes_viruses","0","-nan%"
"SRR22753443","EBV","0","-nan%"
"SRR22753443","HCMV","0","-nan%"
"SRR22753443","HHV6B","0","-nan%"
"SRR22753443","HHV7","0","-nan%"
"SRR22753443","HSV1_KOS","2","4.73%"
"SRR22753443","HSV2_StrainG","0","-nan%"
"SRR22753443","KSHV","1","8.33%"
"SRR22753443","VZV_Ellen","0","-nan%"
"SRR22753444","combined_herpes_viruses","0","-nan%"
"SRR22753444","EBV","0","-nan%"
"SRR22753444","HCMV","0","-nan%"
"SRR22753444","HHV6B","0","-nan%"
"SRR22753444","HHV7","0","-nan%"
"SRR22753444","HSV1_KOS","1","6.94%"
"SRR22753444","HSV2_StrainG","0","-nan%"
"SRR22753444","KSHV","0","-nan%"
"SRR22753444","VZV_Ellen","0","-nan%"
"SRR22753445","combined_herpes_viruses","0","-nan%"
"SRR22753445","EBV","0","-nan%"
"SRR22753445","HCMV","0","-nan%"
"SRR22753445","HHV6B","0","-nan%"
"SRR22753445","HHV7","0","-nan%"
"SRR22753445","HSV1_KOS","0","-nan%"
"SRR22753445","HSV2_StrainG","0","-nan%"
"SRR22753445","KSHV","0","-nan%"
"SRR22753445","VZV_Ellen","0","-nan%"
"SRR22753446","combined_herpes_viruses","0","-nan%"
"SRR22753446","EBV","0","-nan%"
"SRR22753446","HCMV","0","-nan%"
"SRR22753446","HHV6B","0","-nan%"
"SRR22753446","HHV7","0","-nan%"
"SRR22753446","HSV1_KOS","1","7.89%"
"SRR22753446","HSV2_StrainG","2","9.93%"
"SRR22753446","KSHV","0","-nan%"
"SRR22753446","VZV_Ellen","0","-nan%"
"SRR22753447","combined_herpes_viruses","0","-nan%"
"SRR22753447","EBV","0","-nan%"
"SRR22753447","HCMV","0","-nan%"
"SRR22753447","HHV6B","0","-nan%"
"SRR22753447","HHV7","0","-nan%"
"SRR22753447","HSV1_KOS","3","8.37%"
"SRR22753447","HSV2_StrainG","3","5.36%"
"SRR22753447","KSHV","2","8.11%"
"SRR22753447","VZV_Ellen","0","-nan%"
"SRR22753448","combined_herpes_viruses","0","-nan%"
"SRR22753448","EBV","0","-nan%"
"SRR22753448","HCMV","0","-nan%"
"SRR22753448","HHV6B","0","-nan%"
"SRR22753448","HHV7","0","-nan%"
"SRR22753448","HSV1_KOS","2","5.59%"
"SRR22753448","HSV2_StrainG","0","-nan%"
"SRR22753448","KSHV","2","7.36%"
"SRR22753448","VZV_Ellen","0","-nan%"
"SRR22753449","combined_herpes_viruses","0","-nan%"
"SRR22753449","EBV","0","-nan%"
"SRR22753449","HCMV","0","-nan%"
"SRR22753449","HHV6B","0","-nan%"
"SRR22753449","HHV7","0","-nan%"
"SRR22753449","HSV1_KOS","1","7.14%"
"SRR22753449","HSV2_StrainG","0","-nan%"
"SRR22753449","KSHV","5","5.25%"
"SRR22753449","VZV_Ellen","0","-nan%"
"SRR22753450","combined_herpes_viruses","0","-nan%"
"SRR22753450","EBV","0","-nan%"
"SRR22753450","HCMV","1","10.53%"
"SRR22753450","HHV6B","0","-nan%"
"SRR22753450","HHV7","0","-nan%"
"SRR22753450","HSV1_KOS","0","-nan%"
"SRR22753450","HSV2_StrainG","1","9.52%"
"SRR22753450","KSHV","4","8.11%"
"SRR22753450","VZV_Ellen","0","-nan%"
"SRR22753451","combined_herpes_viruses","0","-nan%"
"SRR22753451","EBV","0","-nan%"
"SRR22753451","HCMV","0","-nan%"
"SRR22753451","HHV6B","0","-nan%"
"SRR22753451","HHV7","0","-nan%"
"SRR22753451","HSV1_KOS","2","3.14%"
"SRR22753451","HSV2_StrainG","1","8.43%"
"SRR22753451","KSHV","4","8.39%"
"SRR22753451","VZV_Ellen","0","-nan%"
"SRR22753452","combined_herpes_viruses","0","-nan%"
"SRR22753452","EBV","0","-nan%"
"SRR22753452","HCMV","1","7.04%"
"SRR22753452","HHV6B","1","6.06%"
"SRR22753452","HHV7","0","-nan%"
"SRR22753452","HSV1_KOS","3","6.57%"
"SRR22753452","HSV2_StrainG","3","7.62%"
"SRR22753452","KSHV","2","6.16%"
"SRR22753452","VZV_Ellen","0","-nan%"
"SRR22753453","combined_herpes_viruses","0","-nan%"
"SRR22753453","EBV","0","-nan%"
"SRR22753453","HCMV","0","-nan%"
"SRR22753453","HHV6B","0","-nan%"
"SRR22753453","HHV7","0","-nan%"
"SRR22753453","HSV1_KOS","1","4.00%"
"SRR22753453","HSV2_StrainG","1","9.41%"
"SRR22753453","KSHV","6","5.88%"
"SRR22753453","VZV_Ellen","0","-nan%"
"SRR22753454","combined_herpes_viruses","0","-nan%"
"SRR22753454","EBV","0","-nan%"
"SRR22753454","HCMV","0","-nan%"
"SRR22753454","HHV6B","0","-nan%"
"SRR22753454","HHV7","0","-nan%"
"SRR22753454","HSV1_KOS","1","7.06%"
"SRR22753454","HSV2_StrainG","2","9.21%"
"SRR22753454","KSHV","6","8.35%"
"SRR22753454","VZV_Ellen","0","-nan%"
"SRR22753455","combined_herpes_viruses","0","-nan%"
"SRR22753455","EBV","0","-nan%"
"SRR22753455","HCMV","0","-nan%"
"SRR22753455","HHV6B","0","-nan%"
"SRR22753455","HHV7","0","-nan%"
"SRR22753455","HSV1_KOS","4","5.36%"
"SRR22753455","HSV2_StrainG","6","6.77%"
"SRR22753455","KSHV","12","7.24%"
"SRR22753455","VZV_Ellen","0","-nan%"
"SRR22753456","combined_herpes_viruses","0","-nan%"
"SRR22753456","EBV","0","-nan%"
"SRR22753456","HCMV","0","-nan%"
"SRR22753456","HHV6B","1","5.13%"
"SRR22753456","HHV7","0","-nan%"
"SRR22753456","HSV1_KOS","41","3.55%"
"SRR22753456","HSV2_StrainG","2","7.38%"
"SRR22753456","KSHV","5","7.11%"
"SRR22753456","VZV_Ellen","0","-nan%"
"SRR22753457","combined_herpes_viruses","0","-nan%"
"SRR22753457","EBV","0","-nan%"
"SRR22753457","HCMV","0","-nan%"
"SRR22753457","HHV6B","1","7.89%"
"SRR22753457","HHV7","0","-nan%"
"SRR22753457","HSV1_KOS","23","3.71%"
"SRR22753457","HSV2_StrainG","1","10.67%"
"SRR22753457","KSHV","1","8.57%"
"SRR22753457","VZV_Ellen","0","-nan%"
"SRR22753458","combined_herpes_viruses","0","-nan%"
"SRR22753458","EBV","1","7.41%"
"SRR22753458","HCMV","0","-nan%"
"SRR22753458","HHV6B","1","10.00%"
"SRR22753458","HHV7","0","-nan%"
"SRR22753458","HSV1_KOS","6","3.48%"
"SRR22753458","HSV2_StrainG","1","7.50%"
"SRR22753458","KSHV","5","9.04%"
"SRR22753458","VZV_Ellen","0","-nan%"
"SRR22753459","combined_herpes_viruses","0","-nan%"
"SRR22753459","EBV","0","-nan%"
"SRR22753459","HCMV","0","-nan%"
"SRR22753459","HHV6B","2","7.95%"
"SRR22753459","HHV7","0","-nan%"
"SRR22753459","HSV1_KOS","18","5.45%"
"SRR22753459","HSV2_StrainG","2","7.01%"
"SRR22753459","KSHV","1","5.56%"
"SRR22753459","VZV_Ellen","0","-nan%"
"SRR22753460","combined_herpes_viruses","0","-nan%"
"SRR22753460","EBV","0","-nan%"
"SRR22753460","HCMV","1","0.00%"
"SRR22753460","HHV6B","2","8.72%"
"SRR22753460","HHV7","0","-nan%"
"SRR22753460","HSV1_KOS","28","4.79%"
"SRR22753460","HSV2_StrainG","1","9.09%"
"SRR22753460","KSHV","1","8.97%"
"SRR22753460","VZV_Ellen","0","-nan%"
"SRR22753461","combined_herpes_viruses","0","-nan%"
"SRR22753461","EBV","0","-nan%"
"SRR22753461","HCMV","0","-nan%"
"SRR22753461","HHV6B","0","-nan%"
"SRR22753461","HHV7","1","3.85%"
"SRR22753461","HSV1_KOS","16","5.19%"
"SRR22753461","HSV2_StrainG","2","7.84%"
"SRR22753461","KSHV","3","5.97%"
"SRR22753461","VZV_Ellen","0","-nan%"
"SRR22753462","combined_herpes_viruses","0","-nan%"
"SRR22753462","EBV","0","-nan%"
"SRR22753462","HCMV","0","-nan%"
"SRR22753462","HHV6B","1","9.46%"
"SRR22753462","HHV7","0","-nan%"
"SRR22753462","HSV1_KOS","16","5.13%"
"SRR22753462","HSV2_StrainG","0","-nan%"
"SRR22753462","KSHV","8","7.57%"
"SRR22753462","VZV_Ellen","0","-nan%"
"SRR22753463","combined_herpes_viruses","0","-nan%"
"SRR22753463","EBV","5","1.61%"
"SRR22753463","HCMV","3","10.00%"
"SRR22753463","HHV6B","0","-nan%"
"SRR22753463","HHV7","0","-nan%"
"SRR22753463","HSV1_KOS","9","3.76%"
"SRR22753463","HSV2_StrainG","0","-nan%"
"SRR22753463","KSHV","1","1.35%"
"SRR22753463","VZV_Ellen","1","0.00%"
"SRR22753464","combined_herpes_viruses","0","-nan%"
"SRR22753464","EBV","0","-nan%"
"SRR22753464","HCMV","0","-nan%"
"SRR22753464","HHV6B","0","-nan%"
"SRR22753464","HHV7","0","-nan%"
"SRR22753464","HSV1_KOS","14","4.38%"
"SRR22753464","HSV2_StrainG","0","-nan%"
"SRR22753464","KSHV","0","-nan%"
"SRR22753464","VZV_Ellen","0","-nan%"
"SRR22753465","combined_herpes_viruses","0","-nan%"
"SRR22753465","EBV","0","-nan%"
"SRR22753465","HCMV","0","-nan%"
"SRR22753465","HHV6B","0","-nan%"
"SRR22753465","HHV7","0","-nan%"
"SRR22753465","HSV1_KOS","63","4.05%"
"SRR22753465","HSV2_StrainG","3","7.08%"
"SRR22753465","KSHV","1","6.10%"
"SRR22753465","VZV_Ellen","0","-nan%"
"SRR22753466","combined_herpes_viruses","0","-nan%"
"SRR22753466","EBV","0","-nan%"
"SRR22753466","HCMV","0","-nan%"
"SRR22753466","HHV6B","1","8.54%"
"SRR22753466","HHV7","0","-nan%"
"SRR22753466","HSV1_KOS","21","3.88%"
"SRR22753466","HSV2_StrainG","2","8.96%"
"SRR22753466","KSHV","3","4.19%"
"SRR22753466","VZV_Ellen","0","-nan%"
"SRR22753467","combined_herpes_viruses","0","-nan%"
"SRR22753467","EBV","4","0.59%"
"SRR22753467","HCMV","0","-nan%"
"SRR22753467","HHV6B","0","-nan%"
"SRR22753467","HHV7","0","-nan%"
"SRR22753467","HSV1_KOS","0","-nan%"
"SRR22753467","HSV2_StrainG","3","6.99%"
"SRR22753467","KSHV","1","1.43%"
"SRR22753467","VZV_Ellen","0","-nan%"
"SRR22753468","combined_herpes_viruses","0","-nan%"
"SRR22753468","EBV","6","0.20%"
"SRR22753468","HCMV","0","-nan%"
"SRR22753468","HHV6B","1","5.33%"
"SRR22753468","HHV7","0","-nan%"
"SRR22753468","HSV1_KOS","37","4.31%"
"SRR22753468","HSV2_StrainG","0","-nan%"
"SRR22753468","KSHV","1","8.43%"
"SRR22753468","VZV_Ellen","0","-nan%"
"SRR22753469","combined_herpes_viruses","0","-nan%"
"SRR22753469","EBV","0","-nan%"
"SRR22753469","HCMV","0","-nan%"
"SRR22753469","HHV6B","0","-nan%"
"SRR22753469","HHV7","0","-nan%"
"SRR22753469","HSV1_KOS","7","3.75%"
"SRR22753469","HSV2_StrainG","0","-nan%"
"SRR22753469","KSHV","0","-nan%"
"SRR22753469","VZV_Ellen","0","-nan%"
"SRR22753470","combined_herpes_viruses","0","-nan%"
"SRR22753470","EBV","0","-nan%"
"SRR22753470","HCMV","0","-nan%"
"SRR22753470","HHV6B","0","-nan%"
"SRR22753470","HHV7","0","-nan%"
"SRR22753470","HSV1_KOS","27","4.11%"
"SRR22753470","HSV2_StrainG","1","7.35%"
"SRR22753470","KSHV","1","5.19%"
"SRR22753470","VZV_Ellen","0","-nan%"
"SRR22753471","combined_herpes_viruses","0","-nan%"
"SRR22753471","EBV","0","-nan%"
"SRR22753471","HCMV","0","-nan%"
"SRR22753471","HHV6B","1","6.10%"
"SRR22753471","HHV7","0","-nan%"
"SRR22753471","HSV1_KOS","3","5.61%"
"SRR22753471","HSV2_StrainG","1","10.39%"
"SRR22753471","KSHV","1","9.09%"
"SRR22753471","VZV_Ellen","0","-nan%"
"SRR22753472","combined_herpes_viruses","0","-nan%"
"SRR22753472","EBV","0","-nan%"
"SRR22753472","HCMV","0","-nan%"
"SRR22753472","HHV6B","0","-nan%"
"SRR22753472","HHV7","1","5.88%"
"SRR22753472","HSV1_KOS","41","3.76%"
"SRR22753472","HSV2_StrainG","0","-nan%"
"SRR22753472","KSHV","2","5.52%"
"SRR22753472","VZV_Ellen","0","-nan%"
"SRR22753473","combined_herpes_viruses","0","-nan%"
"SRR22753473","EBV","0","-nan%"
"SRR22753473","HCMV","0","-nan%"
"SRR22753473","HHV6B","0","-nan%"
"SRR22753473","HHV7","7","0.81%"
"SRR22753473","HSV1_KOS","61","3.39%"
"SRR22753473","HSV2_StrainG","0","-nan%"
"SRR22753473","KSHV","3","2.78%"
"SRR22753473","VZV_Ellen","0","-nan%"
"SRR22753474","combined_herpes_viruses","0","-nan%"
"SRR22753474","EBV","0","-nan%"
"SRR22753474","HCMV","0","-nan%"
"SRR22753474","HHV6B","0","-nan%"
"SRR22753474","HHV7","0","-nan%"
"SRR22753474","HSV1_KOS","11","2.17%"
"SRR22753474","HSV2_StrainG","3","6.88%"
"SRR22753474","KSHV","3","7.83%"
"SRR22753474","VZV_Ellen","0","-nan%"
"SRR22753475","combined_herpes_viruses","0","-nan%"
"SRR22753475","EBV","0","-nan%"
"SRR22753475","HCMV","0","-nan%"
"SRR22753475","HHV6B","0","-nan%"
"SRR22753475","HHV7","0","-nan%"
"SRR22753475","HSV1_KOS","19","3.78%"
"SRR22753475","HSV2_StrainG","0","-nan%"
"SRR22753475","KSHV","1","8.86%"
"SRR22753475","VZV_Ellen","0","-nan%"
"SRR22753476","combined_herpes_viruses","0","-nan%"
"SRR22753476","EBV","0","-nan%"
"SRR22753476","HCMV","0","-nan%"
"SRR22753476","HHV6B","0","-nan%"
"SRR22753476","HHV7","0","-nan%"
"SRR22753476","HSV1_KOS","1","1.54%"
"SRR22753476","HSV2_StrainG","8","8.08%"
"SRR22753476","KSHV","14","9.09%"
"SRR22753476","VZV_Ellen","0","-nan%"
"SRR22753477","combined_herpes_viruses","0","-nan%"
"SRR22753477","EBV","0","-nan%"
"SRR22753477","HCMV","0","-nan%"
"SRR22753477","HHV6B","1","2.74%"
"SRR22753477","HHV7","0","-nan%"
"SRR22753477","HSV1_KOS","6","4.86%"
"SRR22753477","HSV2_StrainG","6","8.75%"
"SRR22753477","KSHV","9","7.97%"
"SRR22753477","VZV_Ellen","1","6.94%"
"SRR22753478","combined_herpes_viruses","0","-nan%"
"SRR22753478","EBV","0","-nan%"
"SRR22753478","HCMV","0","-nan%"
"SRR22753478","HHV6B","1","1.45%"
"SRR22753478","HHV7","0","-nan%"
"SRR22753478","HSV1_KOS","2","7.25%"
"SRR22753478","HSV2_StrainG","9","8.02%"
"SRR22753478","KSHV","22","8.60%"
"SRR22753478","VZV_Ellen","0","-nan%"
"SRR22753479","combined_herpes_viruses","0","-nan%"
"SRR22753479","EBV","0","-nan%"
"SRR22753479","HCMV","0","-nan%"
"SRR22753479","HHV6B","0","-nan%"
"SRR22753479","HHV7","0","-nan%"
"SRR22753479","HSV1_KOS","4","5.48%"
"SRR22753479","HSV2_StrainG","22","8.35%"
"SRR22753479","KSHV","25","8.59%"
"SRR22753479","VZV_Ellen","0","-nan%"
"SRR22753480","combined_herpes_viruses","0","-nan%"
"SRR22753480","EBV","0","-nan%"
"SRR22753480","HCMV","0","-nan%"
"SRR22753480","HHV6B","0","-nan%"
"SRR22753480","HHV7","0","-nan%"
"SRR22753480","HSV1_KOS","1","8.43%"
"SRR22753480","HSV2_StrainG","17","7.68%"
"SRR22753480","KSHV","24","8.58%"
"SRR22753480","VZV_Ellen","0","-nan%"
"SRR22753481","combined_herpes_viruses","0","-nan%"
"SRR22753481","EBV","0","-nan%"
"SRR22753481","HCMV","0","-nan%"
"SRR22753481","HHV6B","0","-nan%"
"SRR22753481","HHV7","0","-nan%"
"SRR22753481","HSV1_KOS","0","-nan%"
"SRR22753481","HSV2_StrainG","22","8.55%"
"SRR22753481","KSHV","35","7.96%"
"SRR22753481","VZV_Ellen","0","-nan%"
"SRR22753482","combined_herpes_viruses","0","-nan%"
"SRR22753482","EBV","0","-nan%"
"SRR22753482","HCMV","0","-nan%"
"SRR22753482","HHV6B","0","-nan%"
"SRR22753482","HHV7","0","-nan%"
"SRR22753482","HSV1_KOS","6","4.55%"
"SRR22753482","HSV2_StrainG","15","8.76%"
"SRR22753482","KSHV","27","8.25%"
"SRR22753482","VZV_Ellen","0","-nan%"
"SRR22753483","combined_herpes_viruses","0","-nan%"
"SRR22753483","EBV","1","10.81%"
"SRR22753483","HCMV","0","-nan%"
"SRR22753483","HHV6B","0","-nan%"
"SRR22753483","HHV7","0","-nan%"
"SRR22753483","HSV1_KOS","1","3.80%"
"SRR22753483","HSV2_StrainG","2","7.84%"
"SRR22753483","KSHV","5","8.29%"
"SRR22753483","VZV_Ellen","1","3.57%"
"SRR22753484","combined_herpes_viruses","0","-nan%"
"SRR22753484","EBV","0","-nan%"
"SRR22753484","HCMV","0","-nan%"
"SRR22753484","HHV6B","0","-nan%"
"SRR22753484","HHV7","0","-nan%"
"SRR22753484","HSV1_KOS","1","5.26%"
"SRR22753484","HSV2_StrainG","6","8.55%"
"SRR22753484","KSHV","6","6.68%"
"SRR22753484","VZV_Ellen","0","-nan%"
"SRR22753485","combined_herpes_viruses","0","-nan%"
"SRR22753485","EBV","0","-nan%"
"SRR22753485","HCMV","0","-nan%"
"SRR22753485","HHV6B","0","-nan%"
"SRR22753485","HHV7","0","-nan%"
"SRR22753485","HSV1_KOS","1","0.00%"
"SRR22753485","HSV2_StrainG","2","9.41%"
"SRR22753485","KSHV","5","8.42%"
"SRR22753485","VZV_Ellen","0","-nan%"
"SRR22753486","combined_herpes_viruses","0","-nan%"
"SRR22753486","EBV","0","-nan%"
"SRR22753486","HCMV","0","-nan%"
"SRR22753486","HHV6B","0","-nan%"
"SRR22753486","HHV7","0","-nan%"
"SRR22753486","HSV1_KOS","1","5.26%"
"SRR22753486","HSV2_StrainG","4","9.85%"
"SRR22753486","KSHV","3","7.95%"
"SRR22753486","VZV_Ellen","0","-nan%"
"SRR22753487","combined_herpes_viruses","0","-nan%"
"SRR22753487","EBV","0","-nan%"
"SRR22753487","HCMV","0","-nan%"
"SRR22753487","HHV6B","0","-nan%"
"SRR22753487","HHV7","0","-nan%"
"SRR22753487","HSV1_KOS","6","5.33%"
"SRR22753487","HSV2_StrainG","4","8.79%"
"SRR22753487","KSHV","15","8.75%"
"SRR22753487","VZV_Ellen","0","-nan%"
"SRR22753488","combined_herpes_viruses","0","-nan%"
"SRR22753488","EBV","0","-nan%"
"SRR22753488","HCMV","1","8.22%"
"SRR22753488","HHV6B","0","-nan%"
"SRR22753488","HHV7","0","-nan%"
"SRR22753488","HSV1_KOS","4","3.82%"
"SRR22753488","HSV2_StrainG","1","9.30%"
"SRR22753488","KSHV","7","8.09%"
"SRR22753488","VZV_Ellen","0","-nan%"
"SRR22753489","combined_herpes_viruses","0","-nan%"
"SRR22753489","EBV","0","-nan%"
"SRR22753489","HCMV","0","-nan%"
"SRR22753489","HHV6B","0","-nan%"
"SRR22753489","HHV7","0","-nan%"
"SRR22753489","HSV1_KOS","4","4.68%"
"SRR22753489","HSV2_StrainG","4","8.20%"
"SRR22753489","KSHV","12","7.42%"
"SRR22753489","VZV_Ellen","0","-nan%"
"SRR22753490","combined_herpes_viruses","0","-nan%"
"SRR22753490","EBV","0","-nan%"
"SRR22753490","HCMV","0","-nan%"
"SRR22753490","HHV6B","0","-nan%"
"SRR22753490","HHV7","0","-nan%"
"SRR22753490","HSV1_KOS","3","3.45%"
"SRR22753490","HSV2_StrainG","6","7.60%"
"SRR22753490","KSHV","10","7.41%"
"SRR22753490","VZV_Ellen","0","-nan%"
"SRR22753491","combined_herpes_viruses","0","-nan%"
"SRR22753491","EBV","1","6.06%"
"SRR22753491","HCMV","1","10.67%"
"SRR22753491","HHV6B","1","8.11%"
"SRR22753491","HHV7","0","-nan%"
"SRR22753491","HSV1_KOS","2","5.19%"
"SRR22753491","HSV2_StrainG","3","7.57%"
"SRR22753491","KSHV","9","8.53%"
"SRR22753491","VZV_Ellen","0","-nan%"
"SRR22753492","combined_herpes_viruses","0","-nan%"
"SRR22753492","EBV","0","-nan%"
"SRR22753492","HCMV","0","-nan%"
"SRR22753492","HHV6B","0","-nan%"
"SRR22753492","HHV7","0","-nan%"
"SRR22753492","HSV1_KOS","0","-nan%"
"SRR22753492","HSV2_StrainG","1","3.57%"
"SRR22753492","KSHV","7","8.51%"
"SRR22753492","VZV_Ellen","0","-nan%"
"SRR22753493","combined_herpes_viruses","0","-nan%"
"SRR22753493","EBV","0","-nan%"
"SRR22753493","HCMV","0","-nan%"
"SRR22753493","HHV6B","0","-nan%"
"SRR22753493","HHV7","0","-nan%"
"SRR22753493","HSV1_KOS","2","4.08%"
"SRR22753493","HSV2_StrainG","2","5.19%"
"SRR22753493","KSHV","11","8.02%"
"SRR22753493","VZV_Ellen","0","-nan%"
"SRR22753494","combined_herpes_viruses","0","-nan%"
"SRR22753494","EBV","0","-nan%"
"SRR22753494","HCMV","1","10.00%"
"SRR22753494","HHV6B","0","-nan%"
"SRR22753494","HHV7","0","-nan%"
"SRR22753494","HSV1_KOS","1","4.48%"
"SRR22753494","HSV2_StrainG","1","9.41%"
"SRR22753494","KSHV","4","8.44%"
"SRR22753494","VZV_Ellen","0","-nan%"
"SRR22753495","combined_herpes_viruses","0","-nan%"
"SRR22753495","EBV","0","-nan%"
"SRR22753495","HCMV","0","-nan%"
"SRR22753495","HHV6B","0","-nan%"
"SRR22753495","HHV7","0","-nan%"
"SRR22753495","HSV1_KOS","0","-nan%"
"SRR22753495","HSV2_StrainG","6","7.76%"
"SRR22753495","KSHV","14","8.84%"
"SRR22753495","VZV_Ellen","0","-nan%"
"SRR22753496","combined_herpes_viruses","0","-nan%"
"SRR22753496","EBV","0","-nan%"
"SRR22753496","HCMV","1","7.04%"
"SRR22753496","HHV6B","0","-nan%"
"SRR22753496","HHV7","0","-nan%"
"SRR22753496","HSV1_KOS","0","-nan%"
"SRR22753496","HSV2_StrainG","3","8.06%"
"SRR22753496","KSHV","12","9.13%"
"SRR22753496","VZV_Ellen","0","-nan%"
"SRR22753497","combined_herpes_viruses","0","-nan%"
"SRR22753497","EBV","0","-nan%"
"SRR22753497","HCMV","0","-nan%"
"SRR22753497","HHV6B","0","-nan%"
"SRR22753497","HHV7","0","-nan%"
"SRR22753497","HSV1_KOS","1","7.69%"
"SRR22753497","HSV2_StrainG","4","7.69%"
"SRR22753497","KSHV","6","7.53%"
"SRR22753497","VZV_Ellen","0","-nan%"
"SRR22753498","combined_herpes_viruses","0","-nan%"
"SRR22753498","EBV","0","-nan%"
"SRR22753498","HCMV","0","-nan%"
"SRR22753498","HHV6B","0","-nan%"
"SRR22753498","HHV7","0","-nan%"
"SRR22753498","HSV1_KOS","0","-nan%"
"SRR22753498","HSV2_StrainG","3","7.66%"
"SRR22753498","KSHV","7","8.04%"
"SRR22753498","VZV_Ellen","0","-nan%"
"SRR22753499","combined_herpes_viruses","0","-nan%"
"SRR22753499","EBV","0","-nan%"
"SRR22753499","HCMV","0","-nan%"
"SRR22753499","HHV6B","0","-nan%"
"SRR22753499","HHV7","0","-nan%"
"SRR22753499","HSV1_KOS","5","7.09%"
"SRR22753499","HSV2_StrainG","3","9.24%"
